Feature,Area (um^2),Roundness,CentroidX (um),CentroidY (um),First Moment of Area (um^3),Eccentricity,Equivalent Diameter (um),Nearest Neighbor Distance (um),Average Neighbor Distance (um),,,avg,st dev
1296,22.336038,0.552582,5281.336522,1685.589746,54.838142,0.949857,5.332835,133.851131,194.011469,,,,
585,32.029035,0.5525,2797.615584,7189.634333,93.185007,0.917527,6.385972,84.761161,149.458141,,,,
2133,24.443211,0.55241,8198.740461,8101.251533,61.75231,0.949143,5.578715,76.609444,243.232385,,,,
3533,41.300598,0.55234,13348.49215,7172.491727,138.774782,0.936296,7.25159,33.071179,145.834842,,,,
909,5829.705823,0.552046,4152.216852,3275.153647,195507.5822,0.871529,86.154582,114.548617,158.514561,,,,
2098,155.509394,0.551626,8055.560266,7154.932972,905.662454,0.927331,14.071273,65.388802,116.203957,,,,
714,74.172502,0.55104,3303.496282,5799.442153,314.331078,0.95672,9.717992,57.876356,142.970529,,,,
1089,54.365073,0.551,4622.66484,6469.249802,204.578454,0.936639,8.319841,73.061897,119.487855,,,,
303,22309.06582,0.550883,1938.059429,6530.625075,1723922.261,0.932263,168.537191,96.872743,160.26829,,,,
2604,13061.10337,0.550361,9975.735571,1607.721836,670940.5052,0.915319,128.957021,94.28374,170.535987,,,,
1635,34.979078,0.550277,6505.260708,2389.193579,113.113876,0.91642,6.673586,28.093511,105.469366,,,,
3676,26.550384,0.550177,13959.87398,7570.747464,73.931081,0.956009,5.814207,9.896465,24.39342,,,,
2720,20.228864,0.550047,10217.97148,5182.525661,45.1254,0.95606,5.075056,63.334119,195.40933,,,,
2505,119.266012,0.549807,9626.944845,6435.234171,621.134303,0.868091,12.322914,10.737524,82.718649,,,,
1740,110.837319,0.549499,6777.298503,7122.163653,586.465196,0.748756,11.879497,16.981917,176.561164,,,,
1622,88.922716,0.549416,6479.496347,6484.683633,443.590864,0.935628,10.640485,15.76991,75.577773,,,,
3644,23.178907,0.549405,13836.24482,7928.612389,63.310076,0.934559,5.432523,185.541367,415.012263,,,,
2293,678.088388,0.549366,8772.144205,7131.960473,7233.518172,0.785123,29.383141,69.524239,201.71779,,,,
3015,794.404357,0.549242,11219.79447,2307.507727,10735.28304,0.916912,31.80357,111.203478,150.809418,,,,
3701,2026.257905,0.548338,14112.85523,4342.905238,44254.86483,0.942587,50.792831,88.277049,223.663149,,,,
77,44.250641,0.548112,992.818796,6983.315817,149.542228,0.959077,7.506109,24.747783,145.103739,,,,
2336,21.071734,0.547989,8963.241244,7095.978842,49.947119,0.949296,5.179707,18.554263,56.452066,,,,
1997,30.343296,0.547344,7718.930528,6954.926815,85.61647,0.959694,6.215648,134.349388,249.579528,,,,
800,75.015372,0.547164,3644.682521,4583.407742,315.301816,0.934333,9.773052,20.008636,88.58471,,,,
3051,23.178907,0.547052,11420.39817,6587.618968,63.457589,0.956656,5.432523,60.730322,172.586578,,,,
2936,583.687021,0.546845,10913.06406,7170.270439,6978.239589,0.943161,27.261207,125.102633,178.92435,,,,
2063,3772.683187,0.546813,7948.763695,5104.335549,105508.5659,0.914874,69.307499,72.537225,209.101137,,,,
983,123.901794,0.546798,4284.616705,7792.094291,806.468697,0.878405,12.560122,23.131478,121.679247,,,,
2196,66.586678,0.546734,8420.830153,8006.994337,269.326397,0.922926,9.207649,192.295843,363.127668,,,,
2067,32.45047,0.546718,7913.816144,5861.513667,101.002079,0.949745,6.427847,11.777655,116.210489,,,,
3077,1966.414181,0.546594,11554.04888,7604.984257,37405.59215,0.417271,50.037149,124.70687,196.026048,,,,
1736,38.350555,0.546462,6760.325103,7121.625875,119.920662,0.955654,6.987807,15.671456,129.095501,,,,
2330,358.219472,0.5464,8950.033104,7109.009794,3103.140931,0.927506,21.356479,18.554263,150.79905,,,,
1691,47.622118,0.54635,6660.874048,7384.353561,177.225636,0.931683,7.786807,15.269728,20.68277,,,,
2646,26.550384,0.546071,10001.73078,7636.469211,75.846909,0.945784,5.814207,7.604967,62.223256,,,,
3086,20.228864,0.546008,11529.36918,6499.725406,48.672798,0.8797,5.075056,47.221573,105.887034,,,,
2528,86.394108,0.545547,9673.861856,6021.961517,368.427963,0.888336,10.488107,28.21816,132.982066,,,,
1298,993.742958,0.545537,5308.6031,4029.506512,14111.33871,0.795593,35.570674,16.023489,160.83848,,,,
1851,24.021776,0.545378,7203.153221,5713.273732,57.946878,0.949291,5.530414,12.767108,23.129055,,,,
153,26.971819,0.545343,1309.1019,6651.508423,77.969645,0.966394,5.86017,171.906352,227.585206,,,,
831,2720.36081,0.544432,3807.888539,5122.53657,73029.56028,0.915465,58.852961,91.720374,183.648584,,,,
1126,22.757472,0.544387,4744.147331,2923.558086,57.85109,0.967117,5.382909,71.279947,227.073243,,,,
2680,155.509394,0.544273,10119.89461,5945.334702,1089.680491,0.950794,14.071273,19.44418,44.764353,,,,
878,39.193425,0.544085,3985.672022,6481.029196,111.529649,0.905381,7.064179,76.848445,131.526697,,,,
2565,257.07515,0.544049,9779.467816,4596.76057,1934.85835,0.831312,18.091939,27.67504,132.205019,,,,
1824,598.0158,0.543828,7141.503827,3492.699113,6651.082881,0.9197,27.593792,62.484516,237.366565,,,,
830,22.757472,0.543218,3773.298641,979.059615,58.527447,0.956301,5.382909,101.638568,653.102753,,,,
2338,43.829206,0.543061,8973.646351,1706.663009,157.934546,0.937297,7.47028,50.362532,125.776025,,,,
780,77.965414,0.54262,3577.048473,4594.278442,363.346192,0.91541,9.963365,21.789266,50.167013,,,,
2452,393.619984,0.542548,9443.669419,7624.185387,3930.525318,0.907123,22.386883,33.662262,235.750063,,,,
607,20.650299,0.542482,2879.629994,1960.271877,50.357552,0.968837,5.127648,98.456682,167.236849,,,,
3549,21.493168,0.542056,13396.88581,6034.548158,52.34669,0.935298,5.231248,170.89927,234.285114,,,,
3544,37.507686,0.541822,13383.26876,4817.798193,119.736029,0.959721,6.910591,50.703884,201.297578,,,,
952,30.343296,0.541189,4179.078217,5827.26509,87.428111,0.941846,6.215648,21.304383,44.00267,,,,
1421,49.729291,0.540648,5803.933273,7186.318071,173.943047,0.898688,7.957217,10.304803,157.549617,,,,
1828,32.871904,0.540459,7137.659195,4926.452241,93.15549,0.959716,6.469452,136.222171,262.181383,,,,
447,39.614859,0.54029,2277.240566,2312.351535,141.590407,0.912803,7.102056,23.05111,256.729523,,,,
2483,43.407771,0.539843,9580.358937,5256.057508,172.627083,0.915688,7.434278,78.908272,179.760992,,,,
2963,29.500427,0.539689,10972.76495,5637.312188,99.058022,0.924372,6.128712,96.121851,262.343819,,,,
3228,23.600342,0.539468,12052.79181,5685.773475,62.84579,0.946644,5.481687,17.667186,121.963159,,,,
314,42.564902,0.539392,1839.435461,4308.350559,147.988774,0.966334,7.361747,24.8084,74.953105,,,,
2636,22.336038,0.539323,9965.831651,8044.993772,59.385628,0.912518,5.332835,129.926713,331.269779,,,,
3307,23.178907,0.539049,12384.50129,6178.989666,59.315205,0.956103,5.432523,41.496855,193.309835,,,,
2148,123.901794,0.538893,8255.699343,7180.526986,728.584742,0.889343,12.560122,74.147929,160.323284,,,,
1292,238.532025,0.538843,5285.374669,5932.672506,1841.548726,0.958452,17.427232,39.731222,71.687837,,,,
103,24.021776,0.538794,1073.982892,3668.231452,59.247639,0.952207,5.530414,80.997978,204.079806,,,,
3522,35.821947,0.538654,13299.08621,5101.363364,106.025497,0.954781,6.753512,73.213987,174.49164,,,,
3845,103.251495,0.538433,14774.79891,4831.285001,537.50677,0.857236,11.46577,49.922225,117.677352,,,,
135,22.336038,0.538164,1229.154962,5517.050106,57.498994,0.969051,5.332835,109.480874,188.936808,,,,
670,501.50726,0.538088,3172.758144,3362.526551,5843.872156,0.962709,25.269327,145.649735,253.492302,,,,
3241,221.674638,0.53798,12092.16355,5100.907166,1539.647653,0.923485,16.800146,33.792665,119.78021,,,,
3853,64.479505,0.537614,14846.30108,4845.483763,272.393614,0.963872,9.060787,36.53891,117.737463,,,,
2732,46.357814,0.537379,10245.5181,3476.606769,176.877624,0.946557,7.682747,31.904068,101.472607,,,,
1817,2898.627677,0.537252,7117.74383,3993.066538,79226.16049,0.947413,60.750699,25.079547,100.249089,,,,
444,86.815543,0.537164,2270.560623,6408.374067,490.111967,0.754015,10.513657,19.101036,95.203976,,,,
2503,65.322374,0.536754,9625.211765,7558.871825,258.994622,0.747125,9.119815,61.212032,140.663571,,,,
859,29.078992,0.536698,3904.733024,2225.078563,79.474592,0.94087,6.084778,62.378382,210.129153,,,,
348,1837.876606,0.536696,2028.796317,1634.256986,36366.77221,0.872368,48.374137,119.955319,158.976552,,,,
3469,144.552093,0.535667,13124.82409,7138.587687,816.261114,0.929084,13.566482,36.766506,123.382301,,,,
3040,2421.985062,0.534529,11403.63516,2241.730709,64936.588,0.923014,55.531677,87.459632,181.240682,,,,
261,23.600342,0.534046,1653.60057,7630.797902,67.799414,0.972015,5.481687,83.186548,150.582754,,,,
2492,917.463282,0.533875,9626.982754,3334.906246,14077.50771,0.936452,34.178217,66.923734,111.908486,,,,
3262,29.500427,0.53362,12184.75619,5872.11132,84.694368,0.932242,6.128712,7.816174,118.787459,,,,
2645,137.809138,0.533102,10005.38848,6578.399024,885.103603,0.893709,13.246284,112.661804,161.584783,,,,
3346,4149.02435,0.53304,12670.56257,1729.184004,115048.9877,0.835613,72.682198,125.830556,230.541639,,,,
2654,782.604187,0.532928,10047.98567,7596.853283,12419.00049,0.834312,31.566479,55.109231,66.681605,,,,
186,37.929121,0.532581,1435.300914,2010.474394,120.595233,0.955992,6.949306,102.809968,111.282409,,,,
1753,2545.886856,0.532457,6833.804917,5096.708849,57646.27248,0.83629,56.934382,102.341768,153.13801,,,,
3661,58.579419,0.532136,13877.14723,4251.194928,216.920173,0.94591,8.636297,73.186351,207.388383,,,,
71,28.657558,0.531923,943.630864,5944.51262,80.628452,0.962913,6.040524,91.854073,156.438401,,,,
96,24.443211,0.531923,1060.928011,7444.986517,68.445775,0.971681,5.578715,23.348842,166.413691,,,,
3353,326.611871,0.531732,12616.22611,6538.25197,3097.55353,0.774892,20.392527,26.247432,91.583122,,,,
1592,84.286934,0.531628,6373.788814,6693.867013,374.384188,0.956069,10.359414,136.033737,202.044203,,,,
3234,31.6076,0.531529,12069.8402,5681.138639,127.86885,0.878584,6.34382,17.667186,137.479398,,,,
740,29.921862,0.531507,3424.973103,5137.372792,82.882029,0.953475,6.172333,44.817401,147.08443,,,,
1075,48.043553,0.531405,4571.417363,7709.46237,235.286887,0.810506,7.821186,22.845728,100.775671,,,,
1701,60.686593,0.531104,6680.670806,6431.89962,266.685205,0.837604,8.790254,12.72185,64.583872,,,,
1496,26.971819,0.530086,6072.46015,5995.197587,70.159118,0.960843,5.86017,11.198884,131.654587,,,,
263,26.12895,0.530027,1658.675841,6495.37049,67.010306,0.947884,5.767878,8.515113,40.651508,,,,
2977,79.651153,0.529902,11056.25328,2198.999358,362.093014,0.959059,10.070501,23.012089,168.294775,,,,
2122,22.757472,0.529747,8140.356544,6037.422087,55.892173,0.96207,5.382909,179.371702,235.96604,,,,
1006,3264.854407,0.529532,4404.369126,3939.732305,88767.89815,0.89918,64.474349,48.624624,324.436306,,,,
221,43.407771,0.52936,1546.365668,5060.21944,150.795169,0.934959,7.434278,110.516823,169.917235,,,,
2224,23.178907,0.529257,8508.235703,998.40343,58.580996,0.941713,5.432523,28.012097,50.967461,,,,
2497,83.8655,0.529124,9612.773628,2742.635438,383.907708,0.935522,10.333483,127.98451,243.833066,,,,
1154,21.493168,0.529049,4845.466791,5198.684356,53.630845,0.961317,5.231248,51.610035,141.0483,,,,
2944,606.865928,0.528952,10935.50067,6562.886112,6680.410912,0.848054,27.797225,21.906734,45.7404,,,,
1982,1535.707946,0.528597,7704.608801,3883.071417,28578.64264,0.928655,44.219047,131.373057,231.892877,,,,
1964,26.971819,0.528267,7623.726477,5750.091563,80.439522,0.963842,5.86017,46.394732,159.407104,,,,
2715,33.714774,0.528267,10209.75124,1605.024517,95.199104,0.908562,6.551869,52.883045,84.561227,,,,
2678,1087.722889,0.527457,10136.6904,1621.92907,17383.41657,0.942897,37.214672,30.278828,90.777249,,,,
1584,26.550384,0.526837,6343.642698,4160.749187,64.341517,0.93288,5.814207,18.383905,74.805751,,,,
3202,9636.103784,0.526834,12093.44044,2788.003606,430730.8963,0.882596,110.765827,78.134471,164.072965,,,,
1578,108.730145,0.526731,6320.318348,3444.438367,557.90008,0.950076,11.766033,66.666942,126.58293,,,,
2540,8633.510699,0.526668,9733.694516,4002.775844,375489.0536,0.936309,104.845254,58.274105,135.563479,,,,
1885,1524.32921,0.526635,7387.404205,5038.699323,28408.53161,0.927973,44.054923,39.77156,111.604699,,,,
476,46.357814,0.52663,2358.677497,3773.653832,165.914326,0.952471,7.682747,88.383352,164.535866,,,,
1718,92.715628,0.52663,6719.113328,6371.545307,479.755975,0.942328,10.865045,14.962233,52.3107,,,,
3000,135.701965,0.526323,11162.77711,6483.278,853.043033,0.934438,13.144623,38.851376,63.688112,,,,
398,37.507686,0.525724,2147.239439,7220.785375,122.984511,0.968876,6.910591,53.380511,127.055021,,,,
1798,2206.21051,0.525542,7039.178035,7087.713138,45276.00274,0.698226,53.000325,68.711714,114.313822,,,,
3804,196.388557,0.525082,14540.48688,7171.765899,1420.891444,0.95811,15.812959,23.109633,121.94855,,,,
3634,1468.699833,0.52503,13828.40988,4196.597193,26248.11636,0.930482,43.243574,73.186351,127.073415,,,,
2780,101.565756,0.524833,10366.94398,6597.589403,551.408444,0.946991,11.371787,13.633925,135.46386,,,,
2763,26.971819,0.524686,10319.38557,5853.899502,70.429007,0.925103,5.86017,16.164978,70.92138,,,,
2917,43.829206,0.524141,10818.68457,7384.129121,157.111523,0.944594,7.47028,125.532876,188.425222,,,,
1202,2637.33818,0.523874,5029.218,5100.789939,64885.48995,0.883906,57.947936,44.045056,145.520872,,,,
3556,36.664816,0.523629,13430.78802,4903.637094,130.216255,0.966453,6.832503,34.673332,128.565681,,,,
1583,24.864646,0.523607,6341.058203,7547.663762,82.110911,0.923578,5.626602,27.627246,142.929636,,,,
2121,32.029035,0.52357,8137.334631,8055.44399,94.666104,0.962288,6.385972,37.046211,174.522734,,,,
3465,70.37959,0.523459,13108.78678,7533.963251,293.273609,0.935663,9.46626,36.776594,61.440659,,,,
941,50.150726,0.522966,4147.436451,7574.430394,184.014552,0.964556,7.990863,43.317875,93.25699,,,,
1458,137.387703,0.522224,5941.508434,7646.33676,782.666822,0.890241,13.226014,67.237081,92.660213,,,,
3405,38.350555,0.522133,12868.36698,7466.889762,118.087663,0.913295,6.987807,74.43541,153.583704,,,,
1270,20.650299,0.521958,5207.417243,4943.015503,48.782938,0.960172,5.127648,91.384738,229.349133,,,,
3087,595.908627,0.52189,11579.68627,1724.736741,8254.626674,0.966069,27.545134,17.862069,205.191027,,,,
2458,30908.01887,0.521854,9679.285077,5840.883227,2462455.175,0.4102,198.376692,100.030679,151.592224,,,,
759,26.12895,0.521737,3514.199812,7040.660749,74.322531,0.972218,5.767878,19.226278,99.066954,,,,
902,312.283092,0.521509,4070.387511,7753.073512,3089.781506,0.854884,19.94019,26.053708,82.223604,,,,
10,33.293339,0.521396,447.695893,7414.021821,106.178501,0.964494,6.510791,78.6711,93.432917,,,,
1665,24.443211,0.521056,6603.839514,5074.281892,68.906312,0.957039,5.578715,141.792411,211.449767,,,,
3053,47.622118,0.521022,11425.30948,7323.169782,194.487024,0.942224,7.786807,186.654451,235.36336,,,,
1129,3186.467558,0.520685,4806.631407,3375.341306,87854.69064,0.910479,63.695655,95.465236,177.047536,,,,
1132,34.557643,0.520078,4755.56809,5990.569705,101.465944,0.953744,6.633261,25.21212,96.70573,,,,
605,2030.050817,0.520068,2927.151138,1480.415301,40553.56669,0.797513,50.840348,140.883878,231.071609,,,,
3376,1755.696845,0.519623,12748.03259,5133.748008,34923.35261,0.764663,47.280256,81.127266,156.227655,,,,
3073,410.055936,0.51958,11527.67874,3436.449342,4397.991373,0.95977,22.849495,10.576732,188.539209,,,,
3393,24.021776,0.519417,12810.17783,5677.044933,64.941214,0.969772,5.530414,50.817029,235.232555,,,,
3717,72.065329,0.519096,14131.47172,3418.441414,359.344908,0.953442,9.578957,31.875275,158.398986,,,,
354,21.493168,0.519077,2006.666296,3162.28307,56.816399,0.969327,5.231248,30.793235,83.060602,,,,
2014,1247.868065,0.518895,7802.737561,6538.780374,25453.67783,0.920014,39.860193,9.788767,30.59722,,,,
3822,23.600342,0.518712,14645.97609,7166.657387,61.194089,0.966118,5.481687,58.636283,159.659969,,,,
2823,26073.32031,0.518711,10653.68742,1573.382513,1988321.601,0.923044,182.202038,153.579314,241.909411,,,,
2885,80.494022,0.518379,10697.43276,2796.245983,349.837344,0.94401,10.123644,86.405522,117.463199,,,,
2348,8489.380041,0.517896,9124.974628,1571.772257,337481.2856,0.813116,103.96641,69.706355,138.83537,,,,
291,39.193425,0.517589,1735.034766,7613.813394,122.932087,0.940465,7.064179,13.691555,86.564295,,,,
3210,27.814688,0.517323,12011.69885,2220.1956,78.878331,0.969595,5.95103,55.290189,122.801269,,,,
3482,214.088814,0.517307,13179.44662,4027.744022,1542.877004,0.94366,16.510189,39.218046,160.550963,,,,
1377,1043.893684,0.516809,5632.751402,7634.435687,16655.42023,0.908296,36.45719,77.054683,236.84511,,,,
19,20.228864,0.516604,641.727955,6735.310123,58.421769,0.976927,5.075056,55.349626,452.598597,,,,
756,20.228864,0.516604,3501.5011,6179.706715,50.153875,0.956601,5.075056,78.513423,181.24216,,,,
309,45.936379,0.516119,1794.899319,6434.779364,158.91261,0.908241,7.647746,55.145893,137.297939,,,,
1572,34.979078,0.51594,6292.486097,6095.190127,112.514326,0.970696,6.673586,146.062143,243.178136,,,,
860,29.921862,0.515638,3908.209894,4400.654069,90.979172,0.975131,6.172333,177.987803,285.737666,,,,
2139,1576.165675,0.515578,8275.402609,7622.073933,30662.57448,0.934527,44.797728,215.474086,306.652442,,,,
2625,24.021776,0.514656,9931.873155,7599.574419,84.011912,0.917681,5.530414,18.691448,92.325681,,,,
790,200.602904,0.514111,3613.146309,4583.063507,1522.400149,0.904269,15.981726,20.282878,59.522938,,,,
2498,23.178907,0.51406,9610.826621,2174.316279,61.219626,0.936285,5.432523,77.698765,155.926915,,,,
3260,53.522203,0.514021,12177.5638,7621.444763,202.374969,0.954867,8.255095,36.182525,229.099531,,,,
2127,19327.83695,0.513801,8249.627669,4559.031966,1349380.062,0.924308,156.872452,66.398693,267.225931,,,,
88,45.514945,0.513746,1032.256309,3944.706204,165.850216,0.968361,7.612583,117.522471,199.900059,,,,
625,1219.210507,0.51336,2964.19672,7616.256279,21626.6463,0.891882,39.399835,130.696924,325.717381,,,,
181,42.986337,0.513253,1424.523678,4079.421662,138.68797,0.951457,7.398101,123.840031,221.98184,,,,
898,20.228864,0.513253,4048.705742,7767.519847,49.170541,0.944565,5.075056,21.930671,191.909237,,,,
1825,32.871904,0.513253,7128.64558,1556.434018,104.722025,0.957681,6.469452,55.070168,160.325418,,,,
2007,20.228864,0.513253,7731.192817,1596.130751,54.03628,0.919991,5.075056,24.282636,65.616414,,,,
896,155.087959,0.513061,4055.365717,2721.528383,999.724009,0.950883,14.052193,58.574807,106.620737,,,,
2233,36.243382,0.513048,8544.922333,5855.211073,148.279003,0.913631,6.793122,14.3969,95.176747,,,,
3122,17768.10722,0.512275,11805.19382,6536.646496,1081604.435,0.930506,150.40963,75.513807,148.482172,,,,
2118,20.228864,0.512151,8125.63729,1054.998648,48.715005,0.95089,5.075056,100.714019,171.440103,,,,
3586,38.350555,0.511994,13567.61232,7532.085982,142.526689,0.838257,6.987807,72.045968,214.197443,,,,
2804,147.92357,0.511822,10418.84148,5800.110732,943.16437,0.839507,13.72378,11.341702,31.555557,,,,
2783,137.387703,0.51174,10370.03119,4041.460133,845.346149,0.918884,13.226014,34.852517,138.661055,,,,
667,25.28608,0.511492,3143.621691,3969.357012,69.080819,0.970663,5.674085,122.472646,149.139809,,,,
1053,20.228864,0.511055,4488.132979,5892.349893,56.836861,0.94442,5.075056,45.624518,108.717297,,,,
1532,21.071734,0.510793,6175.117012,7331.215707,53.381098,0.958827,5.179707,39.332911,186.064617,,,,
2504,85.129804,0.510731,9628.255322,7819.925867,418.93487,0.968597,10.411082,30.899538,168.126947,,,,
2626,9839.656731,0.50994,10026.9274,2206.488165,489320.3762,0.959889,111.929621,79.085083,170.417194,,,,
85,29.078992,0.509825,1011.083737,6505.451597,83.346208,0.956903,6.084778,82.419111,136.073963,,,,
988,111.680188,0.509456,4296.439822,5880.92407,621.609063,0.94172,11.924581,17.314153,50.489686,,,,
2992,22.336038,0.509456,11123.84628,7980.394237,59.068722,0.938505,5.332835,342.785971,478.051286,,,,
2004,22.757472,0.509365,7725.181891,6479.98252,61.330962,0.957591,5.382909,64.80024,85.677741,,,,
1945,3822.412479,0.508612,7640.598447,7627.088203,109296.9225,0.902736,69.762789,93.226334,215.249221,,,,
1955,24.021776,0.508205,7616.270873,5838.827422,71.028937,0.912579,5.530414,35.230889,115.09749,,,,
2321,93.137063,0.508087,8865.531076,6161.258694,490.474501,0.969547,10.88971,70.136478,140.830842,,,,
1315,23.178907,0.507402,5333.096323,5953.617977,66.78151,0.790506,5.432523,16.20903,128.595568,,,,
1900,32.871904,0.507234,7389.416192,7473.351837,106.496656,0.977184,6.469452,50.813747,167.105264,,,,
1147,24.864646,0.507212,4796.372904,5159.330542,95.329144,0.831133,5.626602,18.121141,111.877946,,,,
1573,57.315115,0.506868,6298.186838,3603.173349,230.153828,0.967312,8.542592,145.759612,199.132782,,,,
3309,147.080701,0.506517,12398.63488,7097.711874,856.38266,0.937203,13.684625,96.411427,237.947688,,,,
1706,24.864646,0.506346,6700.758939,7122.934997,69.977279,0.971964,5.626602,17.528618,158.944248,,,,
755,25.28608,0.506317,3503.559542,5920.651436,75.559607,0.97244,5.674085,33.806609,102.683642,,,,
2314,50.572161,0.506317,8831.753081,1474.677288,195.988322,0.92079,8.024368,88.397042,135.023464,,,,
1317,69.536721,0.506163,5337.518616,1200.546279,313.032735,0.949605,9.409405,58.994565,139.30323,,,,
1850,27.814688,0.506163,7205.563574,7516.353581,78.935406,0.964422,5.95103,40.676466,221.671035,,,,
3705,43.407771,0.506103,14086.22278,2113.597723,144.094612,0.941456,7.434278,205.173494,311.796436,,,,
3427,34.557643,0.505243,12931.48351,2853.256936,108.000843,0.965918,6.633261,20.854377,63.168837,,,,
2571,381.819813,0.504905,9800.757161,4614.443093,4801.169921,0.908751,22.048766,27.67504,67.199918,,,,
3843,149.609309,0.503776,14774.25788,7207.697417,897.330979,0.932886,13.801757,93.577092,201.201412,,,,
144,37.929121,0.503509,1269.760014,5096.741032,124.988652,0.965031,6.949306,120.840214,216.618703,,,,
554,503.192999,0.503321,2673.447748,2839.121855,5307.675958,0.92938,25.311761,94.407665,161.106384,,,,
509,31.6076,0.503286,2480.958222,6129.315199,101.369559,0.947619,6.34382,17.754759,181.117118,,,,
1440,31.6076,0.503286,5873.330542,2354.584516,102.818041,0.950347,6.34382,19.46251,103.995913,,,,
3657,63.215201,0.503286,13866.37228,7280.415208,248.351856,0.914562,8.971516,37.112894,232.535248,,,,
1626,73.751068,0.502051,6494.500589,6459.930826,372.772101,0.92907,9.690344,12.272203,41.70977,,,,
1973,24.443211,0.502036,7647.452328,5822.428263,69.944794,0.958442,5.578715,31.191548,150.511805,,,,
3452,30.764731,0.501884,13049.06047,1717.347886,86.53859,0.958747,6.258664,52.162091,178.86225,,,,
614,29.078992,0.501726,2910.283348,8206.980602,82.145894,0.968263,6.084778,41.841615,965.762042,,,,
2017,35.400512,0.501649,7787.571008,6509.683363,125.377011,0.942846,6.713668,11.365558,49.253408,,,,
1410,133.594791,0.501629,5784.144651,6011.197916,802.56558,0.961037,13.042169,54.601757,107.285514,,,,
803,33.714774,0.501502,3652.578811,6849.66859,106.994765,0.972975,6.551869,120.201058,181.532623,,,,
2028,33.714774,0.501502,7821.986049,5746.086934,111.046481,0.873053,6.551869,103.724866,193.512665,,,,
682,18140.23404,0.501264,3333.049353,7597.887646,1356021.932,0.948315,151.976522,158.992421,239.421729,,,,
2412,350.212213,0.500903,9307.219446,5722.123286,3820.934468,0.920781,21.11644,21.761813,103.460431,,,,
3361,26.971819,0.50073,12647.8015,5238.760879,74.458517,0.971875,5.86017,54.905974,256.255849,,,,
274,25.28608,0.500473,1685.736526,6257.792249,71.801433,0.976584,5.674085,94.981469,170.090501,,,,
2821,71.643894,0.500232,10465.52243,5699.998973,332.92204,0.911755,9.550908,56.290389,153.008999,,,,
3171,21.914603,0.499843,11825.57524,6463.935197,60.149198,0.929231,5.282285,19.702764,61.21335,,,,
1581,29.078992,0.498876,6320.294171,2300.853863,87.308208,0.957565,6.084778,37.279194,74.439069,,,,
1847,107.044407,0.49877,7198.856697,1703.192737,636.030088,0.872539,11.674467,109.60917,228.229494,,,,
1789,38.350555,0.498635,6970.630888,7082.960429,130.60202,0.960607,6.987807,68.711714,139.70775,,,,
1237,90.18702,0.498378,5127.144768,5907.286215,571.96946,0.878543,10.715861,38.34124,88.644219,,,,
1115,3734.332632,0.498257,4735.065731,7621.202132,116601.4291,0.894995,68.954333,24.026369,110.431793,,,,
2211,619.508968,0.498228,8477.880978,5170.788917,7399.592207,0.843656,28.085286,48.013996,169.34843,,,,
1236,28.657558,0.498077,5121.820171,5862.009479,84.68468,0.975058,6.040524,39.432823,78.404565,,,,
2813,1710.603335,0.497984,10447.40392,5753.293696,33635.19411,0.914402,46.669131,45.594542,82.405688,,,,
101,21.071734,0.497707,1069.614935,4923.666759,49.906027,0.946873,5.179707,68.614511,159.070099,,,,
3760,37.507686,0.497413,14330.98403,7003.193369,136.914123,0.975848,6.910591,85.627684,154.46081,,,,
1253,37.929121,0.496955,5171.144274,5867.901954,140.727882,0.904099,6.949306,9.942359,59.945802,,,,
1309,26.12895,0.496679,5322.940939,5919.736302,88.452085,0.910657,5.767878,35.370888,70.481253,,,,
2312,3778.161838,0.496106,8839.32402,5092.734912,109376.8951,0.932978,69.357805,94.643865,217.06203,,,,
387,60.686593,0.495755,2123.350567,6584.127822,263.468391,0.973433,8.790254,112.383365,163.734443,,,,
1634,3701.039293,0.495491,6526.048717,2845.152286,115398.3094,0.955747,68.646264,34.214873,89.835043,,,,
1808,42.143467,0.494827,7048.452375,7194.28417,186.14977,0.893287,7.325212,36.203385,113.854812,,,,
3860,84.286934,0.494827,14925.2065,4646.129326,456.727707,0.964838,10.359414,27.828292,394.636229,,,,
1256,42.986337,0.493619,5176.427665,5859.479586,160.174083,0.91102,7.398101,9.942359,17.857565,,,,
1717,22.336038,0.493575,6713.795063,6385.530459,66.368485,0.911968,5.332835,14.962233,58.959951,,,,
1273,38.77199,0.493488,5212.823668,6211.107269,128.125688,0.94466,7.026096,72.117267,173.723047,,,,
3528,21.914603,0.493369,13332.83387,6497.218156,56.015507,0.961528,5.282285,91.102771,204.461654,,,,
2554,478.749788,0.493251,9757.611425,6082.602302,5021.726895,0.661738,24.689333,44.13378,109.100445,,,,
924,1260.93254,0.492653,4135.443885,1576.10446,22168.16031,0.875352,40.068306,86.82825,188.33638,,,,
1557,95.665671,0.492413,6232.339627,2919.296684,541.389003,0.979558,11.036545,30.01808,123.088091,,,,
3300,284.889839,0.492119,12371.37813,5158.579226,2519.050417,0.759963,19.045551,38.41468,179.871501,,,,
3444,426.491888,0.491679,13016.07504,7574.254407,4904.23978,0.943023,23.302926,67.319229,135.344786,,,,
3059,2980.807438,0.491567,11501.12115,2854.520915,89793.39791,0.757524,61.605859,18.592371,133.059919,,,,
179,78.808284,0.491403,1420.096872,7630.420061,391.808071,0.95556,10.017077,59.774168,176.009989,,,,
