Feature,Area (um^2),Roundness,CentroidX (um),CentroidY (um),First Moment of Area (um^3),Eccentricity,Equivalent Diameter (um),Nearest Neighbor Distance (um),Average Neighbor Distance (um),,,avg,st dev
3463,214.510248,0.969849,13102.46881,4588.874864,1183.061844,0.35632,16.526431,69.769883,118.879888,,,,
1913,213.245944,0.969806,7452.871218,5221.019886,1173.144516,0.324993,16.477657,121.79215,163.167551,,,,
752,379.71264,0.9697,3492.246878,2894.533667,2787.475588,0.378075,21.987841,67.653443,164.408731,,,,
151,20.228864,0.969659,1301.213687,3297.956121,34.585366,0.595936,5.075056,31.38819,127.114976,,,,
568,20.228864,0.969659,2706.620764,3262.913926,34.551024,0.576618,5.075056,33.8329,145.190669,,,,
591,20.228864,0.969659,2827.111277,6568.741355,34.358895,0.539627,5.075056,123.291951,245.912479,,,,
865,20.228864,0.969659,3917.706628,6408.258649,34.552124,0.583214,5.075056,25.031316,135.560581,,,,
3033,40.457729,0.969659,11299.9652,1336.16121,97.098328,0.437041,7.177213,48.791261,105.28912,,,,
2453,235.581982,0.969646,9446.862715,5052.171929,1361.674418,0.383651,17.319131,68.164692,208.793919,,,,
206,2860.698556,0.969611,1516.926703,6415.741505,57607.98819,0.239652,60.351922,37.238339,59.781768,,,,
2008,120.108882,0.96958,7733.168829,5282.049653,495.844782,0.410812,12.366381,97.306113,161.232397,,,,
254,46.357814,0.969523,1636.045731,1426.50223,119.844972,0.456227,7.682747,93.058924,231.313287,,,,
2134,46.357814,0.969523,8203.085693,1380.917991,119.005107,0.42438,7.682747,62.319924,155.79492,,,,
2078,3668.588823,0.969413,8009.564644,6470.362965,83612.73474,0.199238,68.344659,83.367631,147.228594,,,,
2116,2655.459871,0.969409,8135.292359,7379.640657,51509.07123,0.314291,58.146681,109.664327,199.984103,,,,
2244,175.738258,0.969391,8566.680471,7437.890335,877.352533,0.378496,14.958506,162.82263,197.933839,,,,
3481,149.609309,0.969386,13167.02352,3324.160021,690.070287,0.307744,13.801757,113.902497,242.192228,,,,
494,1083.929977,0.969369,2430.91963,1505.958021,13448.66298,0.356089,37.149731,92.844338,186.620133,,,,
2501,847.505126,0.969344,9632.681335,6922.597268,9286.764539,0.337039,32.849308,81.936488,189.615652,,,,
3505,120.951751,0.969217,13223.97303,3220.360309,501.03987,0.299645,12.409696,118.396059,186.625092,,,,
1962,139.916311,0.96921,7623.752875,4180.813057,624.513587,0.377109,13.347171,107.506449,257.104817,,,,
3272,69.958156,0.96921,12220.32466,5978.8383,220.883852,0.364947,9.437875,112.497842,180.835189,,,,
2731,68.693852,0.969065,10239.38471,6261.874782,215.364869,0.376096,9.352204,45.655398,194.547447,,,,
3192,68.693852,0.969065,11925.57998,6798.842227,214.783174,0.482575,9.352204,152.007536,196.173482,,,,
212,24.864646,0.969027,1507.572009,5863.052665,46.845347,0.544843,5.626602,27.591745,102.769738,,,,
456,49.729291,0.969027,2297.216956,5666.840761,132.211975,0.387798,7.957217,38.590429,217.037466,,,,
2050,49.729291,0.969027,7870.064155,5321.350466,133.269947,0.428619,7.957217,112.029249,189.589481,,,,
2324,49.729291,0.969027,8909.137262,3015.793198,132.024188,0.353393,7.957217,147.278477,218.934181,,,,
2815,2226.860809,0.96901,10451.67404,2376.462219,39573.62104,0.141625,53.247791,141.09624,230.454568,,,,
1562,42.564902,0.968848,6258.583692,5809.621088,105.068476,0.514196,7.361747,42.110022,137.220152,,,,
2057,42.564902,0.968848,7891.528493,4395.134998,104.63726,0.409454,7.361747,91.308623,263.590818,,,,
1392,430.284801,0.96882,5697.305412,2744.787085,3358.996325,0.277799,23.406316,134.303547,273.436361,,,,
2319,2633.545268,0.968811,8881.648804,1322.723625,50868.00381,0.268842,57.906252,159.935922,300.174655,,,,
2642,458.520924,0.968783,9995.342119,5389.841414,3697.767748,0.368134,24.162098,75.098396,158.813126,,,,
3363,251.596499,0.968723,12652.11477,5099.669918,1502.660054,0.30761,17.898118,87.41489,157.076143,,,,
292,179.53117,0.968715,1738.156592,5454.200062,905.932965,0.357701,15.119067,61.045494,170.915206,,,,
2601,179.53117,0.968715,9862.688485,1470.24793,906.186739,0.361488,15.119067,34.655916,123.981176,,,,
3669,999.221608,0.968713,13930.89463,3080.706005,11889.65061,0.307836,35.668592,103.052249,196.578763,,,,
3571,226.731854,0.96869,13493.34989,6207.157496,1285.792856,0.30713,16.990702,101.668881,134.734206,,,,
1620,303.432964,0.968666,6471.777305,2832.008078,1991.547589,0.410664,19.655606,55.840455,128.904042,,,,
2433,1993.386,0.968466,9393.990071,1924.6691,33513.13287,0.371588,50.379141,107.681885,194.730293,,,,
1571,225.046115,0.968404,6296.709253,5118.13512,1271.775491,0.280177,16.927422,47.030624,102.163353,,,,
640,2127.823661,0.968328,3035.903706,1344.644001,36944.18304,0.192115,52.050257,83.226317,157.802578,,,,
2947,495.607175,0.968292,10940.31313,6359.86907,4152.034216,0.287338,25.120244,98.926451,146.804204,,,,
377,90.608455,0.96824,2082.161815,1526.826068,324.887951,0.377381,10.740869,119.955319,230.60124,,,,
1117,355.269429,0.968202,4721.399891,1476.51332,2521.363748,0.368335,21.268359,56.046153,183.321287,,,,
3119,83.444065,0.968081,11672.66296,4043.9914,287.291291,0.317972,10.307487,152.739832,236.264675,,,,
236,61.108027,0.968068,1594.287584,3956.058149,179.757448,0.247607,8.820723,107.368469,204.9992,,,,
2232,1186.338603,0.968007,8555.14933,3237.512318,15385.09619,0.275443,38.865064,56.336143,195.54151,,,,
1981,32.871904,0.967942,7679.41655,1610.357573,71.164545,0.45262,6.469452,14.678804,50.954171,,,,
3766,32.871904,0.967942,14346.81974,3262.928491,71.541597,0.571736,6.469452,183.632777,223.129008,,,,
542,890.912897,0.967921,2639.069629,6692.690501,10007.46456,0.226072,33.680046,38.068773,194.303962,,,,
2345,366.22673,0.967921,9001.404377,3402.533911,2639.543638,0.390154,21.59385,86.746466,169.834463,,,,
128,97.351409,0.967824,1198.153025,6951.852227,363.352816,0.263001,11.133358,13.104597,82.23402,,,,
1215,80.915457,0.9678,5039.432188,1195.363536,274.229781,0.291575,10.150111,283.182571,339.244875,,,,
2423,64.479505,0.967763,9322.35209,1413.990414,195.162771,0.224788,9.060787,68.353292,165.269431,,,,
980,928.842018,0.967648,4285.222453,1419.536634,10657.4849,0.171694,34.38951,209.319102,268.232909,,,,
2296,142.866354,0.967619,8750.32786,4355.300745,643.515811,0.388036,13.487145,68.372894,206.02536,,,,
3541,1051.479508,0.967606,13389.64531,2065.28486,12838.62094,0.363948,36.589415,115.402646,209.531944,,,,
1299,42.143467,0.967577,5292.212737,6811.177085,103.021581,0.430057,7.325212,87.956977,137.887725,,,,
1940,84.286934,0.967577,7548.165171,7639.222404,292.598358,0.4663,10.359414,21.842401,58.574715,,,,
2933,21.071734,0.967577,10875.01143,6908.313888,36.647256,0.566802,5.179707,26.686648,170.40172,,,,
2285,204.817251,0.967548,8714.665787,6398.432955,1105.226492,0.431569,16.148728,58.91524,174.888821,,,,
2666,2679.903082,0.967479,10099.34145,1189.892833,52194.68944,0.172132,58.413685,45.5124,130.602846,,,,
2574,57.315115,0.967473,9791.968584,4002.710225,163.776776,0.47825,8.542592,53.733494,91.786147,,,,
2843,368.333904,0.967431,10554.37735,4675.658786,2662.25308,0.333097,21.655884,23.744852,190.214857,,,,
2877,36.243382,0.967412,10663.27216,6256.713805,82.756376,0.500147,6.793122,84.191162,141.947257,,,,
3035,36.243382,0.967412,11317.26817,5875.977284,82.479901,0.496232,6.793122,152.067113,289.771076,,,,
1879,2147.209656,0.967382,7354.263343,7510.04399,37483.71591,0.229422,52.286827,33.027865,64.761132,,,,
1265,116.737404,0.967218,5189.237907,5834.977487,475.377118,0.388084,12.191582,22.1513,64.33706,,,,
1039,542.807858,0.967213,4463.207256,5486.273606,4763.644784,0.286143,26.289246,83.430763,200.016578,,,,
2419,262.553801,0.967166,9317.622187,3806.344492,1602.932478,0.191555,18.283705,113.924163,170.322906,,,,
3829,438.713494,0.967154,14691.66617,4686.517102,3460.275528,0.272512,23.634453,166.939502,233.69737,,,,
1961,454.728012,0.967063,7628.596606,2909.310097,3649.73593,0.317631,24.061955,113.991317,156.715213,,,,
256,94.401367,0.967006,1641.280641,6482.497019,346.723175,0.460315,10.963373,14.123886,63.803844,,,,
789,193.438515,0.966989,3606.373106,1585.356962,1015.199528,0.417196,15.693743,59.003434,165.598726,,,,
1644,2911.692152,0.966869,6554.888664,6362.811157,59150.22273,0.321966,60.88745,49.702419,172.842842,,,,
754,107.044407,0.966794,3494.469489,3749.083507,419.053811,0.314845,11.674467,63.449576,189.290617,,,,
300,33.714774,0.966689,1764.96624,4696.939021,74.466695,0.523133,6.551869,113.271114,157.786034,,,,
2536,72.065329,0.966663,9687.648602,2025.749106,230.442334,0.423044,9.578957,32.189952,97.31141,,,,
2738,72.065329,0.966663,10258.43727,2159.483983,230.898081,0.446736,9.578957,85.568963,154.760635,,,,
1976,339.254911,0.966606,7662.87556,5349.335134,2352.482521,0.351714,20.783473,97.306113,123.169736,,,,
3056,514.571735,0.966576,11454.56045,3954.559456,4394.13189,0.34562,25.596349,51.970217,174.062048,,,,
1842,2786.947489,0.96654,7205.55304,2733.208892,55386.31754,0.325852,59.568882,41.362722,97.474754,,,,
124,161.40948,0.966539,1190.874098,6966.111587,774.887034,0.410117,14.335722,16.009751,74.321577,,,,
515,84.708369,0.966446,2496.785037,6372.412245,294.139184,0.41795,10.38528,19.652832,93.290916,,,,
1507,714.753204,0.966438,6114.961728,3590.654005,7197.312271,0.18581,30.167069,138.54267,190.887686,,,,
1061,262.132366,0.96639,4520.784107,5800.104972,1600.379002,0.293135,18.269026,52.501184,86.785856,,,,
643,672.609737,0.966367,3055.39699,6278.494339,6575.502036,0.268887,29.264199,74.668131,176.347644,,,,
2223,1044.736553,0.966351,8519.593732,5659.903719,12709.86947,0.307645,36.471906,73.177326,125.404935,,,,
3588,441.663537,0.966317,13582.28767,2619.046093,3493.821056,0.317806,23.713782,61.928435,164.531248,,,,
606,111.258754,0.966286,2877.733792,7386.554466,442.511272,0.326062,11.902061,99.045442,164.85878,,,,
1183,796.511531,0.96615,4950.459139,2148.06758,8470.77015,0.344527,31.845722,42.879609,207.095464,,,,
3308,414.270283,0.96609,12396.69175,6084.820935,3173.202851,0.219483,22.966613,53.584416,134.689115,,,,
855,2083.57302,0.965987,3909.55997,1377.947052,35819.0452,0.309704,51.50619,164.017988,203.452637,,,,
3577,45.09351,0.965985,13549.26026,3832.431096,114.35642,0.499462,7.577258,75.658847,177.844429,,,,
1396,188.381299,0.965926,5717.686979,1651.705624,973.419214,0.342297,15.487237,72.416474,258.507675,,,,
2802,2077.672935,0.965907,10428.88721,2879.554163,35659.7354,0.352578,51.433212,54.431975,135.042011,,,,
1689,205.66012,0.96589,6660.471065,4495.435811,1111.585374,0.433109,16.181922,64.060461,257.022812,,,,
2207,155.930829,0.965851,8446.842415,985.011341,734.32976,0.350229,14.090326,26.279607,213.2652,,,,
2834,48.464987,0.965727,10500.20989,3385.349509,127.42185,0.428596,7.855415,78.952671,111.171719,,,,
2850,470.742529,0.96571,10573.07784,2897.532112,3850.155955,0.307367,24.481993,39.431541,187.878873,,,,
2399,104.937233,0.96564,9240.451584,4367.81079,404.94782,0.329202,11.558989,79.328866,229.131219,,,,
2579,396.570027,0.965602,9815.784419,3301.581155,2976.068301,0.409757,22.470617,111.746243,186.386089,,,,
3659,601.387278,0.96552,13880.87503,7144.738602,5556.0107,0.392522,27.671467,67.720286,140.306469,,,,
3320,672.609737,0.96548,12446.40762,4147.681795,6579.513728,0.387691,29.264199,130.000014,235.03304,,,,
1710,581.579848,0.96547,6715.730407,4348.103207,5287.464024,0.412396,27.211954,119.965931,236.53179,,,,
654,81.758326,0.965457,3101.096051,1060.629615,279.474323,0.435453,10.20284,217.916605,287.621183,,,,
3197,446.720753,0.965436,11959.22948,5313.992114,3554.484827,0.345078,23.849162,78.920982,215.540067,,,,
3196,402.891547,0.965411,11949.89018,3663.824564,3045.620252,0.348753,22.649005,74.555395,120.532336,,,,
1368,166.88813,0.965393,5599.320123,2120.32188,814.336913,0.417308,14.576988,100.387109,277.816543,,,,
1881,29.921862,0.96538,7332.524674,1625.208415,61.89749,0.567217,6.172333,21.724435,50.113665,,,,
2756,149.609309,0.96538,10302.57255,3348.711825,691.833197,0.44062,13.801757,48.702821,149.671189,,,,
2916,1839.98378,0.965365,10833.12137,3198.581975,29709.56841,0.325674,48.401861,126.218081,192.722095,,,,
2819,778.811275,0.965329,10464.36989,7365.787029,8183.473908,0.30642,31.489892,60.232991,223.190712,,,,
3704,97.772844,0.965316,14083.33331,5168.443772,364.417884,0.265447,11.15743,123.256988,281.735969,,,,
1579,131.066183,0.965252,6315.308623,5074.938558,565.493756,0.385804,12.918152,47.030624,179.051948,,,,
1010,63.215201,0.965214,4395.017846,7137.786034,189.489559,0.469092,8.971516,36.968014,85.415246,,,,
1372,50.572161,0.965214,5606.242742,6431.453309,135.795592,0.4386,8.024368,116.707265,204.551992,,,,
1455,25.28608,0.965214,5927.33799,7712.063646,48.036656,0.482301,5.674085,33.455304,98.060264,,,,
2537,63.215201,0.965214,9693.153268,2070.711085,189.368074,0.369922,8.971516,45.297692,137.791994,,,,
3455,101.144321,0.965214,13062.12373,2265.181069,383.915642,0.419046,11.348169,142.267672,186.602569,,,,
3591,316.076004,0.965214,13593.97981,2558.231416,2119.470047,0.373963,20.060919,54.313643,106.260819,,,,
3696,126.430402,0.965214,14049.7851,3768.305966,536.262181,0.40996,12.687639,73.838217,123.661154,,,,
3708,101.144321,0.965214,14102.42386,6319.629349,383.296119,0.346003,11.348169,64.4418,108.803779,,,,
2759,239.796329,0.964987,10311.5717,7524.858731,1401.464341,0.388143,17.473356,79.130671,140.551617,,,,
1939,192.595645,0.96488,7550.463425,5298.396922,1007.288347,0.418152,15.659514,26.150543,159.825853,,,,
2822,93.979932,0.964845,10464.34493,2920.852954,343.283204,0.401222,10.938874,54.431975,108.474602,,,,
2136,500.664391,0.964798,8227.238468,1165.398865,4217.089489,0.323597,25.248083,63.205803,173.382463,,,,
2451,418.906064,0.96467,9444.35293,1738.971659,3230.421365,0.345357,23.094756,19.613502,207.966084,,,,
122,1757.382584,0.964622,1198.405584,4999.217176,27734.19998,0.315477,47.302949,69.50346,120.904804,,,,
279,40.036294,0.964595,1702.607803,6746.825238,95.961458,0.401753,7.139733,25.86887,73.818077,,,,
747,296.268575,0.964595,3469.788607,5922.204112,1925.624253,0.380301,19.422175,14.509546,43.673097,,,,
1445,32.029035,0.964595,5884.748365,5848.360118,68.37334,0.486295,6.385972,52.081293,197.711427,,,,
1467,8143.382175,0.964595,6013.621497,4994.587495,276567.0186,0.312477,101.825715,116.333114,200.391608,,,,
2167,32.029035,0.964595,8317.934798,3048.651782,68.36446,0.390552,6.385972,14.419516,194.245382,,,,
3530,40.036294,0.964595,13331.64248,6235.032226,95.632095,0.456757,7.139733,123.090984,186.016277,,,,
248,315.65457,0.964571,1630.799098,6619.753465,2112.925031,0.397926,20.047541,75.21408,119.681159,,,,
3066,1033.779251,0.964558,11504.47103,4838.542318,12509.05959,0.289285,36.280141,141.539234,256.015646,,,,
1439,203.552947,0.964557,5874.123375,5980.102346,1093.998372,0.38103,16.098809,91.577245,163.333459,,,,
2556,27.393254,0.96431,9750.663625,1294.914352,54.021458,0.416042,5.905775,151.173509,204.68149,,,,
2969,167.731,0.964269,10995.85814,6272.099872,818.878071,0.444848,14.613752,47.073882,117.347808,,,,
3282,350.212213,0.964238,12277.79135,3793.53528,2469.308753,0.38058,21.11644,38.14125,94.344741,,,,
3672,151.716482,0.964235,13937.21476,6094.793971,704.128666,0.392779,13.898612,81.540633,216.119556,,,,
2661,1002.593086,0.964221,10069.7688,4643.254629,11957.24706,0.308325,35.728716,53.687079,199.417602,,,,
2743,124.323228,0.964218,10282.43244,7251.73891,522.515067,0.394638,12.581465,91.169475,167.66532,,,,
2721,1004.700259,0.964199,10233.67161,6454.827511,11997.74578,0.384502,35.766242,69.420149,131.943236,,,,
140,507.407346,0.96418,1266.672575,3812.417387,4311.514289,0.300143,25.417535,129.358605,205.820631,,,,
1805,69.536721,0.964146,7037.516446,7228.796349,218.45315,0.396003,9.409405,36.203385,251.441913,,,,
3375,1255.875324,0.96411,12725.12484,2735.954079,16764.03332,0.318875,39.987875,93.368505,315.571539,,,,
1131,30.764731,0.964088,4752.033172,5704.558089,64.457917,0.508877,6.258664,149.156439,219.538992,,,,
2787,399.941504,0.964088,10377.19566,4701.767896,3012.539595,0.336498,22.565933,37.398293,182.716427,,,,
196,42.143467,0.964039,1471.126273,3299.444366,103.321982,0.465138,7.325212,87.138549,284.772862,,,,
3387,42.143467,0.964039,12785.55466,2275.706982,103.202386,0.429058,7.325212,50.337844,131.834971,,,,
250,442.927841,0.963996,1641.05786,5120.686132,3511.739945,0.344295,23.7477,28.902983,71.209243,,,,
289,22.757472,0.963909,1727.684373,5382.207118,41.21062,0.585946,5.382909,72.750611,151.148606,,,,
827,22.757472,0.963909,3746.117234,4033.343318,41.426381,0.390668,5.382909,116.994402,249.031998,,,,
1407,22.757472,0.963909,5753.441903,4986.375624,41.317768,0.632251,5.382909,82.177474,115.824605,,,,
1637,22.757472,0.963909,6501.297263,7492.462883,40.902722,0.412721,5.382909,12.925187,61.906673,,,,
3336,22.757472,0.963909,12515.81772,5131.755878,41.237728,0.608437,5.382909,57.334468,110.430956,,,,
1398,569.779677,0.963842,5727.893761,3291.988899,5124.344011,0.408528,26.934476,119.075761,264.570601,,,,
2835,602.651582,0.963818,10515.03131,3260.617773,5574.906805,0.404693,27.700538,91.779239,132.992303,,,,
3700,37.507686,0.963763,14057.05195,3694.826205,86.453003,0.29215,6.910591,73.838217,124.632417,,,,
119,26.12895,0.963699,1169.518711,5608.862847,50.369749,0.425191,5.767878,29.590152,166.084749,,,,
1274,104.515799,0.963699,5217.823515,3877.13855,403.166783,0.437528,11.535755,103.836732,190.701991,,,,
1642,26.12895,0.963699,6522.625579,4828.747429,51.274554,0.420559,5.767878,250.917475,319.077387,,,,
749,119.266012,0.963679,3471.677005,5897.201586,491.415412,0.247225,12.322914,25.073738,44.524486,,,,
2771,596.330061,0.963679,10349.47668,5616.823268,5489.051521,0.415828,27.554873,142.775396,224.124266,,,,
3257,114.630231,0.963574,12148.79271,7599.503949,462.063032,0.363506,12.081049,36.182525,145.002446,,,,
3190,173.631085,0.963562,11918.53197,1567.226091,863.94527,0.452771,14.868556,106.007136,220.686312,,,,
2417,1691.638775,0.963442,9323.465423,2006.042698,26200.79869,0.380705,46.409712,107.681885,257.801863,,,,
956,13420.58714,0.963351,4276.872003,5633.872558,585418.7664,0.280915,130.719632,87.527325,131.480467,,,,
2013,238.953459,0.963289,7773.377495,5147.806195,1392.219264,0.417405,17.44262,64.549275,123.452612,,,,
2060,130.223314,0.963277,7900.052098,1682.788009,559.93007,0.302267,12.876547,152.472431,240.938487,,,,
2993,93.979932,0.963267,11123.44021,5747.83972,344.690483,0.484951,10.938874,120.6479,231.934615,,,,
3385,380.976944,0.96306,12789.86717,2225.554207,2802.614253,0.432419,22.024416,50.337844,101.171327,,,,
3468,195.545688,0.96304,13114.2167,2431.061576,1031.617221,0.302498,15.778989,94.556552,136.93909,,,,
1333,403.312981,0.962971,5408.377596,4510.938818,3052.76879,0.425439,22.660848,92.602559,222.402183,,,,
718,81.336892,0.962966,3325.779413,1988.05825,276.840893,0.428402,10.17651,33.027298,136.242933,,,,
3359,281.096926,0.962876,12646.69699,2060.207282,1776.367172,0.429974,18.918344,115.969446,215.952669,,,,
2275,2843.419735,0.962862,8707.386778,4408.5071,57068.05827,0.251796,60.169381,68.372894,198.219095,,,,
1739,1538.236554,0.962837,6786.247061,2035.532169,22712.26886,0.356495,44.255436,108.092963,258.777864,,,,
2482,1362.919731,0.962799,9593.696861,4384.28892,18952.50331,0.386815,41.657212,128.677304,217.995423,,,,
2198,38.350555,0.962766,8417.902792,7266.949455,89.689241,0.457489,6.987807,41.260878,143.315766,,,,
2591,61.950897,0.962583,9827.69313,7377.83796,184.112502,0.490661,8.881347,76.811827,200.376982,,,,
2082,729.081983,0.962437,7996.827016,6840.17513,7421.966003,0.353316,30.467951,72.162816,141.976785,,,,
975,514.99317,0.96207,4265.089225,2248.45193,4402.04065,0.356123,25.606829,115.23517,224.406505,,,,
1174,159.302306,0.962054,4911.587683,6261.555776,758.301745,0.40919,14.24184,44.022121,153.796887,,,,
1813,59.422289,0.961975,7061.733999,2714.470202,172.666707,0.214194,8.698207,84.472816,218.088809,,,,
1759,3455.342879,0.96197,6851.887691,3943.937387,76477.14101,0.361174,66.32857,80.253171,167.024461,,,,
907,628.780531,0.961933,4081.985536,7565.215649,5937.968771,0.365336,28.294668,37.834458,148.145049,,,,
1254,203.974381,0.961924,5173.163855,7374.446052,1097.858713,0.423508,16.115466,38.043656,155.808701,,,,
3273,1005.964563,0.961864,12237.9141,3957.006387,12024.84429,0.198781,35.788739,103.371142,182.714076,,,,
269,71.643894,0.961771,1673.964092,1111.652013,229.322772,0.51041,9.550908,238.773863,512.639363,,,,
1109,35.821947,0.961771,4683.879524,5858.750214,81.374056,0.543652,6.753512,59.494022,126.509141,,,,
2124,64.90094,0.961717,8146.344832,7109.718189,197.751045,0.415293,9.090349,59.62968,149.1588,,,,
1326,206.924424,0.961662,5370.457239,1867.349743,1121.486472,0.417877,16.231585,133.142007,207.57436,,,,
330,83.8655,0.961626,1913.635841,5941.4128,289.920827,0.364525,10.333483,33.903227,150.299364,,,,
1639,301.747225,0.961553,6509.123858,6995.399572,1979.813038,0.380331,19.600931,35.089804,163.204127,,,,
3459,48.043553,0.961519,13063.71109,6120.617099,125.694593,0.484751,7.821186,95.347068,261.456318,,,,
1488,22.336038,0.961461,6043.03289,5372.589183,40.014834,0.594627,5.332835,146.730809,250.732829,,,,
3437,22.336038,0.961461,12968.69336,7477.340981,40.100533,0.594414,5.332835,9.834918,79.318802,,,,
2185,608.551667,0.961438,8396.737787,3583.290625,5657.183258,0.35388,27.835805,100.295324,201.422921,,,,
3536,63.636636,0.961417,13359.0539,5151.269095,191.992675,0.436271,9.001371,78.017346,158.41269,,,,
1580,174.05252,0.961333,6318.395062,1746.636866,864.733459,0.379117,14.88659,72.386059,227.386123,,,,
3774,472.849702,0.961273,14369.3291,3877.39187,3879.498897,0.396472,24.536726,66.47459,144.589501,,,,
1138,84.708369,0.961199,4768.107599,1445.536534,293.809411,0.377662,10.38528,56.046153,120.063694,,,,
2416,410.055936,0.961163,9308.596023,3663.767091,3127.689306,0.392583,22.849495,123.298165,190.708222,,,,
1030,46.779249,0.961105,4439.917474,6983.246805,120.736991,0.499937,7.71759,28.152867,109.164901,,,,
570,972.249789,0.960942,2725.728415,3859.20373,11422.4904,0.391723,35.183901,30.195051,101.316993,,,,
507,268.032452,0.960912,2478.000697,4215.681013,1655.196687,0.440392,18.473481,172.074615,321.895764,,,,
2442,612.766014,0.960904,9424.160347,6085.622719,5717.573624,0.330958,27.932023,195.810414,286.758836,,,,
2011,24.443211,0.96078,7763.442885,1574.91068,45.755585,0.49904,5.578715,37.420916,122.72735,,,,
3016,289.947055,0.960763,11221.01591,3718.662504,1860.991948,0.332394,19.213851,260.060378,391.839619,,,,
1303,328.719044,0.960719,5309.633233,3268.558047,2244.601229,0.371004,20.458203,187.206264,327.473043,,,,
3002,103.251495,0.960682,11165.19913,3331.249947,395.314444,0.399126,11.46577,124.720297,205.123177,,,,
3236,45.514945,0.960669,12072.45784,3237.887436,116.043087,0.405496,7.612583,114.088082,236.794758,,,,
3806,45.514945,0.960669,14541.04894,3716.09867,116.250199,0.450718,7.612583,97.178984,176.995976,,,,
359,66.586678,0.960628,2036.325637,1900.170404,205.090924,0.312786,9.207649,69.016432,118.104996,,,,
2152,33.293339,0.960628,8270.512113,3792.452038,73.14318,0.412832,6.510791,86.346065,178.380122,,,,
3693,33.293339,0.960628,14040.15278,6668.31122,72.630992,0.481427,6.510791,147.239674,205.486783,,,,
458,129.801879,0.960585,2301.475887,6898.060216,558.512187,0.436301,12.855695,106.085859,162.381504,,,,
1914,723.181898,0.960556,7463.876306,2920.118702,7323.625571,0.351299,30.344419,46.33064,124.775147,,,,
1749,1197.717339,0.960535,6806.681767,4571.614417,15609.09908,0.375479,39.051006,164.865852,290.498965,,,,
2919,1387.784376,0.96047,10840.45515,6595.908916,19476.96787,0.137616,42.035484,63.055266,123.257776,,,,
3429,80.915457,0.960468,12951.87471,4698.683692,275.185988,0.496627,10.150111,67.63341,159.426482,,,,
3488,161.830914,0.960468,13183.90246,2341.172998,776.440684,0.460542,14.354425,63.4636,103.036328,,,,
3032,520.893255,0.96045,11288.47337,2671.988114,4484.108294,0.323165,25.753095,124.290615,141.291795,,,,
1419,548.286509,0.960374,5807.786329,971.129868,4833.253824,0.334342,26.421583,137.965542,1299.957091,,,,
357,1637.273702,0.960209,2050.173938,3369.800974,24961.93871,0.318783,45.657876,66.605968,141.896783,,,,
1192,44.250641,0.960209,4966.443393,5412.349679,111.384028,0.480159,7.506109,16.774811,191.59747,,,,
2618,327.45474,0.960209,9925.698183,7077.497381,2230.663637,0.249406,20.418823,56.039948,118.380175,,,,
388,102.83006,0.960141,2128.512228,6829.469381,393.07709,0.349835,11.442347,36.375496,107.906174,,,,
474,770.382581,0.960091,2364.405184,1652.741964,8050.600322,0.357957,31.319029,39.063958,127.176588,,,,
3332,277.304014,0.960033,12495.15519,6771.391368,1742.232111,0.384028,18.790275,111.084365,250.753442,,,,
416,297.954313,0.959881,2203.256318,5459.457803,1936.733275,0.303367,19.477351,125.104385,179.558072,,,,
828,3386.227593,0.959818,3796.193929,6086.581117,74201.8009,0.307523,65.661853,141.425941,205.109756,,,,
1950,261.289497,0.959755,7602.953241,6102.765273,1590.489288,0.350794,18.23963,198.302507,262.941003,,,,
946,180.795474,0.959746,4169.595372,5660.3124,916.944495,0.414628,15.17221,58.525552,163.951312,,,,
1444,195.124253,0.959744,5888.651489,2570.734572,1032.928066,0.359886,15.761977,78.429571,177.328475,,,,
2510,1922.163541,0.959716,9654.876389,3395.739882,31723.21275,0.331154,49.470947,59.820389,130.474127,,,,
3603,362.433818,0.959651,13634.28444,3255.236869,2598.671226,0.377351,21.481738,75.607427,169.163773,,,,
3624,852.562342,0.959637,13734.36079,2279.39228,9376.77116,0.329762,32.947171,119.26833,156.506751,,,,
3071,336.726303,0.959505,11506.16463,3715.401763,2326.527516,0.189539,20.705875,24.710639,218.785859,,,,
3811,1993.807435,0.959422,14582.50893,4065.520556,33541.53594,0.209355,50.384467,118.398993,158.602056,,,,
2569,593.801453,0.959411,9790.904655,2387.853592,5446.825304,0.321912,27.496391,31.958874,109.224325,,,,
615,120.951751,0.959402,2910.577041,4800.468953,502.208082,0.409752,12.409696,43.198355,144.849399,,,,
3067,269.296756,0.959355,11497.4116,4450.984314,1666.386675,0.417603,18.517,137.113789,264.344835,,,,
976,419.327499,0.959179,4265.06171,3922.90927,3232.554096,0.280387,23.10637,140.319531,227.348496,,,,
808,799.461574,0.95905,3676.494558,3939.32006,8513.609494,0.333736,31.904641,26.408523,75.056697,,,,
1476,326.611871,0.958972,5995.596126,3927.318698,2223.27719,0.373718,20.392527,52.169278,135.851075,,,,
3133,27.393254,0.958938,11714.75272,1285.016854,54.236472,0.562124,5.905775,95.355002,218.76289,,,,
3104,304.275833,0.95879,11627.52772,6519.187843,2000.237458,0.335561,19.682887,100.069404,140.725847,,,,
596,73.329633,0.958785,2856.589739,1177.235697,237.197671,0.424938,9.662618,102.398058,183.884588,,,,
1359,51.41503,0.95872,5529.225694,5547.61558,139.561031,0.413497,8.090961,96.459571,258.557414,,,,
